Temperature,Humidity,Wind_Speed,PM2.5,PM10,NO2,SO2,CO,O3,AQI
24.6,62.6,9.9,31.7,75.3,11.0,4.5,0.27,64.3,73
15.4,100.2,14.6,42.7,81.2,21.0,36.5,1.34,24.6,83
14.7,101.1,12.9,66.5,161.8,52.5,27.4,2.74,35.6,162
38.7,71.9,11.5,0,0.0,49.7,22.5,0.36,10.1,63
10.8,90.8,6.9,73.6,120.1,48.2,17.8,1.14,40.6,117
18.6,53.5,9.7,75.5,152.5,26.6,15.8,0.54,22.9,148
14.2,61.0,3.4,47.0,113.0,22.6,28.8,1.87,35.1,115
26.0,38.6,4.2,72.6,131.9,19.4,13.9,0,60.0,120
17.8,78.6,15.9,93.6,201.0,11.7,0,2.4,20.9,199
25.7,61.4,4.9,28.6,69.5,18.8,30.6,1.6,35.0,74
32.5,48.2,9.8,55.1,80.1,67.3,22.5,2.3,63.8,107
54.3,33.5,3.9,53.9,85.0,38.3,16.9,0.86,40.0,89
29.6,54.9,8.1,0,0.0,0.7,1.8,1.34,38.0,73
16.3,52.4,7.9,75.6,91.1,30.3,22.1,0.95,22.1,127
20.5,55.6,-0.2,23.7,37.9,34.4,9.1,0.84,17.7,37
28.5,51.5,6.2,41.6,97.8,37.0,16.8,1.95,46.3,104
27.6,37.9,13.7,72.3,137.9,15.9,26.3,0.99,46.0,133
27.9,93.9,9.6,29.3,52.8,9.9,14.3,0,43.6,58
10.2,50.9,8.0,13.7,19.6,28.1,28.9,0.63,59.1,57
15.6,62.0,11.1,80.9,103.6,26.0,17.2,1.47,69.4,131
33.6,54.1,10.4,72.0,152.2,27.8,0,0.8,52.8,149
19.1,56.6,7.3,24.2,49.5,42.3,4.6,0,62.5,58
24.0,75.6,5.7,11.7,21.6,33.1,18.9,1.37,61.1,72
26.5,72.5,4.8,88.4,119.7,34.5,33.1,0.83,26.4,144
25.9,80.0,18.0,55.8,108.6,30.8,22.5,1.96,61.9,110
32.3,65.3,15.4,113.8,225.2,26.4,14.2,0.78,24.4,225
29.1,0.4,14.9,44.9,102.4,20.9,0.7,0.16,48.6,100
20.8,46.8,9.3,17.6,31.5,17.8,11.1,0.71,45.1,48
43.9,39.1,9.9,50.9,92.5,37.3,12.9,0.85,55.7,87
33.5,75.4,14.6,77.6,176.5,57.6,4.6,0.42,32.0,176
27.2,45.8,9.3,61.6,104.4,0,1.1,0.3,45.3,97
29.4,66.2,6.4,53.2,123.2,21.5,35.0,0.57,50.0,121
7.9,51.2,8.8,89.5,187.5,31.3,11.2,1.69,46.2,193
24.6,99.3,5.8,70.2,109.4,15.8,0,0,55.9,112
26.1,45.6,8.7,35.2,74.4,47.2,13.2,0,29.6,67
10.4,70.2,11.8,65.9,113.3,16.7,25.7,0.59,13.0,120
46.9,68.7,10.1,90.5,159.9,66.1,21.5,1.22,57.1,161
3.4,98.3,5.4,33.1,70.3,0,1.1,1.49,12.3,71
27.5,40.1,2.5,45.0,89.1,35.1,7.8,0.94,45.7,90
25.0,60.5,19.3,127.4,282.1,17.9,23.0,0.17,33.2,282
21.2,73.8,12.2,80.7,133.3,0,22.8,0.85,32.9,132
36.8,48.8,9.6,75.5,101.1,45.0,18.7,2.36,39.6,136
19.5,70.1,4.0,25.2,48.8,0,17.1,0,55.9,55
12.1,66.5,12.4,49.6,63.9,0,0,0.74,26.3,78
47.8,57.2,9.9,57.7,76.2,16.9,6.4,0,84.8,101
15.8,62.7,13.1,31.4,76.2,12.1,0,0.47,37.9,75
4.8,63.6,13.2,46.2,64.8,57.8,32.6,2.12,22.4,99
12.2,37.7,8.6,41.0,74.9,13.1,7.0,2.7,33.1,139
16.5,104.3,8.9,52.4,102.1,43.9,31.9,1.48,19.7,103
15.0,59.7,8.8,30.4,75.1,22.9,4.5,0.95,35.4,77
37.8,47.4,16.1,39.1,59.0,55.2,1.4,1.2,37.2,73
28.8,90.1,3.2,98.8,154.4,34.5,19.8,0.49,39.4,168
29.7,61.9,15.3,32.4,79.2,37.6,25.7,2.17,52.7,114
44.5,58.9,2.1,45.6,101.4,22.1,27.2,0.27,46.0,101
21.7,68.9,4.8,28.9,47.3,14.1,6.8,1.79,51.4,88
30.0,61.3,18.6,0,0.0,4.3,8.4,1.64,68.3,77
36.8,27.4,10.6,62.8,98.7,17.5,11.2,0.67,61.9,112
17.6,84.1,1.2,30.8,39.8,37.6,21.1,0.73,50.2,51
39.3,57.1,15.4,62.3,122.3,15.6,25.1,0.82,51.0,123
22.9,30.8,17.2,20.5,26.8,34.7,19.0,2.51,53.5,125
24.3,32.8,15.1,59.3,83.1,37.8,3.3,0,38.0,102
22.0,87.4,16.5,91.3,113.0,9.5,0,0.59,56.2,158
23.0,57.0,15.4,89.3,127.7,24.1,3.5,0.35,28.8,144
10.9,55.8,8.3,72.8,138.4,37.3,4.8,0.59,44.1,138
25.1,75.5,1.1,35.8,43.3,48.7,36.4,0.09,40.6,61
17.5,67.0,10.1,52.0,87.6,8.2,21.8,0.62,44.2,87
15.1,48.7,12.7,23.8,52.2,36.9,30.3,0.22,32.6,48
24.2,23.7,1.6,74.5,107.1,23.0,28.8,0.53,34.0,122
20.5,66.3,10.2,29.4,39.2,27.2,13.1,2.26,38.7,109
31.8,78.9,7.6,73.7,165.0,52.3,14.9,1.18,32.9,172
4.5,92.5,13.0,82.5,119.6,39.8,25.0,0,35.9,135
25.9,45.0,10.7,11.5,24.8,51.7,17.3,1.13,24.9,70
23.7,52.8,6.1,28.8,36.1,55.3,26.2,0.63,41.4,76
31.6,99.7,12.3,37.9,51.0,18.1,8.4,1.32,56.3,72
37.0,65.8,10.1,55.2,109.1,7.8,12.0,1.25,52.1,111
8.0,28.6,17.0,36.4,46.5,10.9,2.7,1.11,26.5,62
53.1,68.1,1.8,63.7,92.4,9.8,11.5,0.3,77.8,114
14.3,62.0,7.9,93.0,134.6,37.2,23.5,0.93,25.2,160
5.7,52.9,9.4,60.0,92.6,43.9,14.7,1.02,23.4,96
25.8,63.6,15.4,4.4,6.6,24.7,0.6,0.23,39.3,33
23.2,33.9,7.8,24.0,32.2,55.7,11.3,0.96,45.7,67
29.7,50.4,7.7,47.5,92.2,45.1,2.5,0,41.1,92
34.5,54.0,8.8,65.0,119.5,24.2,18.1,0.79,48.9,118
3.0,43.2,5.9,60.2,127.7,37.0,8.0,1.3,32.9,124
47.7,68.8,9.4,43.3,62.6,5.7,7.5,0.9,47.2,70
24.9,39.3,15.6,66.4,110.6,1.4,18.8,1.36,36.4,113
34.2,53.9,12.5,77.0,127.6,29.8,2.7,3.27,40.6,168
25.9,38.9,9.0,2.7,5.2,37.7,31.6,1.55,37.8,83
22.4,34.3,14.8,79.6,149.0,27.1,23.5,0.97,37.9,152
26.3,56.7,13.3,3.4,5.3,5.9,10.8,1.41,39.2,75
27.2,72.3,13.7,28.6,64.6,22.8,23.5,1.44,64.8,68
22.1,25.0,14.4,87.4,183.3,0,4.9,0.44,33.9,183
12.0,66.0,10.8,51.4,116.3,11.7,0,1.81,43.3,114
17.2,37.8,18.6,42.0,71.2,28.0,17.7,0.56,36.5,68
24.9,90.8,12.5,26.4,52.1,43.5,7.9,0.98,38.7,59
27.8,66.1,8.6,44.8,77.0,50.3,21.0,1.06,36.1,81
34.6,31.0,10.6,54.7,118.0,56.1,15.1,1.31,49.5,114
28.8,56.0,7.5,19.7,32.5,18.5,27.1,1.67,46.4,91
23.9,81.6,9.7,57.0,129.1,34.8,18.0,1.74,43.4,119
27.5,64.3,20.8,20.8,48.5,31.4,13.5,0.87,36.9,47
25.7,66.3,16.0,55.7,85.6,53.3,0,1.14,57.5,99
38.1,63.0,9.2,40.3,57.3,22.5,32.2,0.81,45.7,67
23.9,47.8,12.6,69.7,161.8,6.5,35.0,1.19,35.5,159
4.9,97.3,13.5,68.0,158.2,17.4,13.7,0.11,32.4,159
24.1,60.4,16.1,29.0,40.7,47.3,9.7,1.61,34.3,78
36.7,56.8,12.7,6.1,14.3,58.4,3.3,2.0,51.9,99
30.6,83.4,5.6,78.9,193.3,40.3,4.3,0.27,46.9,197
40.2,103.5,13.8,39.4,75.1,32.9,20.3,0,43.2,78
18.5,53.2,4.1,113.9,281.2,79.6,29.2,2.47,50.6,279
2.2,42.8,13.2,59.7,139.9,25.1,0,1.6,20.5,135
30.7,98.8,5.7,78.8,174.4,23.5,20.0,1.32,47.0,168
23.6,85.7,10.4,73.6,154.0,10.6,26.8,0.07,44.4,148
15.4,32.5,17.0,21.7,31.5,30.6,31.7,1.27,49.5,64
10.9,77.1,18.4,42.5,54.6,82.3,2.1,1.62,22.6,100
34.9,60.4,15.1,91.8,155.5,38.5,9.7,2.02,46.5,149
4.8,53.6,11.4,9.6,17.2,32.7,12.4,1.97,31.9,92
34.9,37.5,7.9,37.1,58.5,25.3,8.2,1.41,55.3,65
12.8,72.9,15.7,58.9,81.6,40.6,5.4,0.93,29.2,100
1.8,56.4,7.5,19.4,27.8,41.3,1.7,0.32,35.8,57
25.0,90.7,17.4,19.9,42.5,37.0,18.4,0.28,46.9,42
23.5,66.1,4.2,78.9,133.8,23.9,17.5,0,21.6,131
36.8,92.6,13.4,94.5,165.0,17.5,30.9,0,55.4,167
28.6,68.2,16.7,44.6,103.2,52.2,14.0,0.98,52.5,101
15.4,48.0,8.3,52.0,102.9,30.8,27.6,0.25,24.6,104
22.2,77.4,15.8,104.8,216.7,39.0,19.4,0.43,45.3,216
19.6,66.2,6.8,13.5,28.3,0.9,5.1,1.39,54.6,59
14.0,74.1,12.3,28.8,37.1,44.3,3.7,1.45,34.8,75
22.3,44.9,4.0,40.8,85.9,22.7,11.9,0.86,20.2,92
24.1,42.5,-0.8,73.5,146.4,28.6,10.0,1.89,56.0,146
33.8,78.7,3.0,49.0,90.2,41.7,27.4,0.43,6.6,91
25.0,52.9,8.2,77.6,193.8,0.7,7.3,1.37,22.7,191
31.7,61.0,8.3,100.0,160.1,12.3,14.6,2.22,46.7,162
38.5,56.4,9.2,58.8,96.4,46.0,4.6,0,55.6,91
11.0,63.3,14.8,21.9,35.8,34.4,4.9,0.93,7.1,44
40.3,50.1,15.7,54.0,120.9,59.4,22.1,0.52,62.1,120
53.1,71.2,3.3,11.4,22.2,9.3,23.6,1.88,37.7,93
16.7,80.3,11.0,28.4,50.8,30.3,21.6,0.83,36.0,53
28.8,26.1,14.6,21.1,26.0,6.6,16.3,1.67,76.0,83
12.9,61.8,7.3,87.3,211.3,3.2,12.6,0.62,33.8,206
22.2,36.3,21.6,38.3,80.1,22.9,12.6,0.76,42.1,73
23.1,50.0,16.1,17.9,28.9,69.0,17.8,1.6,34.7,91
29.2,67.7,9.9,53.8,108.1,16.4,14.4,0.59,55.2,113
37.1,56.9,13.7,81.8,134.2,41.9,10.0,1.15,26.4,138
27.6,64.1,7.2,57.6,113.8,0,4.5,0.65,24.1,110
42.0,53.1,2.7,0,0.0,18.7,9.8,1.09,64.0,54
14.2,64.4,6.9,6.2,11.1,31.6,22.1,1.71,21.2,90
19.8,50.8,3.0,63.6,113.9,0,26.2,1.17,30.0,118
33.2,90.0,7.9,44.5,59.3,44.7,0,0.47,65.9,76
13.1,43.2,13.0,14.7,36.3,12.6,8.2,1.49,44.4,68
27.3,39.1,11.5,5.5,8.3,25.8,11.6,1.95,35.4,91
26.1,35.2,11.5,49.5,120.9,18.8,19.3,1.16,53.2,113
16.5,76.1,8.8,39.8,89.9,62.8,0.9,0.99,38.1,92
29.5,40.5,9.0,26.1,54.5,23.8,9.7,1.95,55.7,95
35.0,52.6,14.6,40.2,52.9,88.6,16.5,0.66,51.9,109
34.2,53.7,9.5,29.9,49.9,0,27.9,0,49.3,58
18.1,70.8,6.4,70.7,135.0,18.1,5.3,1.3,52.7,144
16.3,99.1,24.2,39.9,51.7,20.6,30.9,1.13,22.1,67
29.2,59.5,6.8,24.3,43.5,36.6,1.8,0.55,48.8,43
24.3,42.2,11.4,58.8,114.6,55.1,19.2,0.52,26.7,115
15.8,54.5,16.4,37.4,79.1,47.4,22.5,0.84,30.2,77
-3.5,94.6,9.1,42.5,100.3,31.8,24.6,1.48,26.3,88
37.5,73.4,11.3,24.2,30.7,10.7,29.4,0.06,52.2,44
28.1,15.3,16.1,42.4,52.9,14.2,29.7,0.38,41.3,64
35.5,68.5,10.8,56.8,141.4,40.1,2.0,0.92,53.8,132
24.3,58.1,12.6,33.9,41.3,68.8,19.7,1.32,35.0,84
7.8,71.9,9.5,96.2,176.0,42.2,0,0.81,39.2,183
43.4,73.3,14.8,98.7,148.9,28.6,1.7,1.42,57.7,172
16.9,83.7,10.1,36.8,52.2,16.4,20.0,0.97,13.4,57
23.0,53.8,4.5,85.6,104.0,62.0,24.8,0.61,24.9,131
23.8,54.7,16.2,21.7,53.1,0,24.3,1.45,31.4,72
29.5,48.7,5.9,54.0,116.4,0,9.4,0.72,32.8,123
30.4,82.8,5.6,3.7,4.4,37.7,17.7,0.47,48.7,48
31.4,68.7,10.3,89.2,203.9,19.0,28.6,0.65,43.7,201
28.3,51.7,4.0,0,0.0,71.7,10.6,0.8,33.3,78
29.8,30.9,1.3,40.3,95.7,50.8,16.1,0.3,48.0,97
26.7,40.6,9.1,52.7,128.8,28.0,25.7,0,45.1,126
21.0,48.9,10.1,47.2,96.1,16.1,28.5,0.34,45.1,97
18.2,53.4,-0.0,72.0,100.4,0.4,0,0.68,28.9,117
4.4,38.5,7.3,76.5,135.1,21.4,24.7,0,36.3,129
49.8,61.0,12.4,14.7,28.5,47.3,11.3,0.66,41.1,51
6.3,80.8,13.3,61.4,110.4,28.0,16.5,0,35.1,112
20.1,68.7,6.4,0,0.0,24.7,18.3,0.12,21.9,33
30.0,54.9,3.4,38.5,73.2,30.5,10.6,1.92,53.3,91
27.7,59.9,18.3,61.1,76.7,56.7,27.3,0.56,29.5,97
6.7,75.6,15.3,54.8,75.8,27.5,8.6,0.26,37.3,91
23.4,49.9,10.8,53.1,84.9,36.0,4.4,1.51,59.3,89
20.7,24.2,10.2,49.7,87.2,65.5,25.7,0,34.6,83
37.9,56.0,16.2,86.5,192.9,32.4,1.6,0.79,55.5,196
33.0,51.6,4.0,0,0.0,47.1,30.7,1.91,26.7,90
36.5,62.3,13.1,46.6,61.4,5.8,0,0,61.9,79
9.8,67.8,16.9,14.5,35.1,27.0,12.9,0.86,42.4,48
38.4,51.4,10.9,17.6,21.3,30.9,20.0,0.65,47.9,42
37.9,46.4,9.1,50.3,78.5,0.9,21.2,2.34,33.3,105
18.9,62.0,9.3,39.9,81.4,25.3,25.4,0.27,62.8,82
22.0,57.3,-1.4,75.8,138.7,61.4,30.8,2.13,37.4,132
21.9,71.8,8.0,26.5,58.6,25.8,19.0,0.88,10.8,56
30.0,37.4,11.0,54.9,132.1,22.9,5.5,1.22,60.7,138
6.6,19.8,10.8,53.5,112.4,40.1,17.0,1.53,20.0,115
33.1,80.6,5.5,63.9,127.4,2.4,27.8,2.86,50.4,141
32.2,41.9,16.7,38.9,89.1,24.1,30.9,0.95,34.9,86
36.6,80.8,5.8,76.5,92.3,51.0,17.8,0.97,23.1,129
37.0,65.2,1.1,59.4,134.8,15.8,17.2,0.88,47.7,133
0.7,71.3,13.1,39.9,72.7,23.0,9.7,2.17,46.0,102
35.9,63.4,11.4,0,0.0,34.8,5.7,0,52.7,54
22.1,74.1,7.2,82.2,127.4,34.3,26.8,0.67,48.3,128
43.0,80.1,9.8,41.1,99.7,10.9,0,1.59,60.7,96
18.5,71.6,15.7,89.5,131.2,42.8,22.3,0.93,52.2,153
37.2,50.2,13.3,38.1,82.7,32.9,24.2,0.87,71.1,82
28.6,47.0,14.8,26.9,57.1,28.3,9.6,0.11,38.8,64
32.4,14.1,14.3,0,0.0,47.2,8.0,2.5,61.7,122
49.3,72.4,12.5,36.7,85.9,7.9,1.1,0.85,44.0,99
19.9,57.3,6.9,74.7,152.2,28.1,18.5,1.4,32.1,159
20.3,44.4,12.4,26.5,52.2,15.9,8.7,0,28.1,54
36.9,86.0,11.8,71.8,131.4,63.7,11.9,1.71,52.6,128
26.6,88.0,6.4,36.7,84.1,82.5,9.8,0,49.6,106
33.4,64.5,12.7,63.2,90.9,25.1,14.0,0.7,59.3,101
33.9,68.8,13.6,73.8,136.4,20.2,21.8,1.7,46.4,137
23.0,5.6,6.2,79.0,143.4,18.1,38.3,2.04,39.1,147
35.3,78.0,7.0,33.9,80.4,0,23.1,1.78,42.2,94
30.9,41.7,11.4,48.2,98.0,17.7,11.5,1.59,40.7,104
26.8,31.9,12.5,70.8,102.8,42.5,9.4,1.99,74.1,114
21.4,68.7,12.9,24.4,41.1,26.0,24.1,2.61,36.4,138
33.4,1.2,15.4,40.7,91.6,14.4,25.3,0.84,53.3,90
21.4,55.6,11.5,78.2,182.1,37.4,14.7,2.3,34.4,186
30.4,77.8,7.3,7.5,16.4,19.2,19.2,1.39,31.2,74
43.1,69.8,12.2,25.9,49.9,25.5,15.5,1.62,51.7,90
19.8,31.3,11.3,65.0,119.5,17.0,12.1,0.45,48.8,122
28.7,59.7,9.8,7.5,14.5,49.0,4.6,0,47.8,66
33.2,25.6,5.6,47.7,77.1,35.9,18.9,0.7,52.8,83
5.7,81.4,7.4,72.1,136.1,52.1,10.3,1.05,23.4,143
34.4,20.9,7.2,61.7,98.2,3.1,9.0,0,63.5,107
25.7,57.1,5.2,45.5,83.3,6.4,33.5,1.37,48.1,84
31.4,82.0,5.8,71.4,135.1,8.7,0,0.58,58.2,139
41.4,77.1,15.1,32.0,51.4,6.0,29.0,1.83,37.8,92
15.9,58.8,8.8,55.7,129.0,17.0,19.5,1.45,43.5,131
38.5,74.5,10.4,37.9,83.6,30.3,12.1,2.11,65.9,104
24.7,71.2,12.6,88.7,193.4,42.0,19.5,0,51.3,204
28.7,77.1,18.1,77.7,188.3,47.5,12.1,1.5,59.3,188
17.6,51.7,9.0,41.4,61.4,28.4,17.9,1.61,54.0,77
29.5,58.5,11.3,80.7,171.0,12.2,24.9,0,58.7,173
33.5,49.9,12.4,45.9,113.7,39.7,18.4,1.27,63.5,120
21.4,35.5,14.3,46.7,63.1,24.3,28.2,0.17,78.6,73
29.4,50.1,19.5,44.5,102.1,37.0,0.1,1.18,68.2,119
20.3,60.5,3.2,67.2,88.0,42.6,22.9,0.69,36.4,124
12.5,110.0,15.4,33.0,82.1,52.8,28.7,2.06,34.4,99
22.0,34.3,8.7,94.9,193.3,11.6,21.7,0.35,31.8,189
25.8,61.1,7.6,48.3,97.3,53.5,18.0,1.27,48.2,98
13.3,11.9,4.4,70.6,98.7,23.5,11.9,2.18,48.2,119
7.4,68.8,17.0,21.9,36.1,31.0,23.0,0.22,37.3,38
4.9,78.8,6.8,69.8,117.9,25.0,15.6,0,22.1,115
39.8,49.3,10.1,37.4,50.2,7.4,8.3,0,42.2,56
5.6,65.9,5.0,49.4,91.1,57.2,12.5,0,65.9,91
27.2,96.6,12.7,24.2,29.9,56.8,22.1,0.54,54.9,74
19.2,74.5,8.0,31.7,64.8,0,2.9,1.63,44.7,81
26.7,49.8,14.9,67.9,161.0,10.4,13.4,2.23,6.1,153
17.8,73.8,1.8,29.8,39.7,21.8,6.9,0,38.5,46
36.7,46.0,14.1,0,0.0,30.7,21.7,0.16,47.3,49
35.1,59.5,11.2,95.2,125.6,35.0,11.3,0.85,52.4,160
14.2,68.9,18.6,29.7,66.7,16.2,3.6,1.41,41.8,75
17.2,44.5,10.3,24.9,30.5,18.5,0,0.51,33.8,49
21.1,13.9,12.4,0,0.0,24.4,3.2,1.42,27.8,67
21.3,68.5,14.5,83.5,132.7,13.9,18.5,1.14,35.8,141
34.9,72.9,3.6,51.2,88.4,57.1,19.9,1.34,48.2,98
12.5,65.7,3.4,68.4,85.3,35.8,19.6,0.92,63.3,112
19.8,90.9,-0.3,52.3,121.3,30.4,26.7,1.55,61.5,113
17.1,70.5,8.8,38.8,94.1,28.2,9.6,1.99,54.3,105
20.0,83.3,-0.8,77.8,182.8,23.6,15.4,1.41,44.7,179
16.4,50.0,10.0,23.0,40.2,37.7,19.9,1.85,35.2,92
38.3,40.7,10.3,67.8,118.7,24.5,4.5,0,74.8,111
14.7,84.1,10.4,46.0,113.0,0,3.2,0.0,6.9,110
8.6,61.6,16.3,16.6,27.8,77.0,16.9,0.62,54.1,89
8.2,88.3,-0.8,109.7,168.1,61.4,25.0,1.05,44.4,191
10.8,32.1,2.4,48.4,60.2,9.7,27.4,0,51.2,79
8.6,80.0,7.9,0,0.0,44.0,1.2,0.26,33.8,48
14.0,58.3,4.5,59.1,120.2,31.1,2.9,0,47.0,124
19.0,47.5,12.5,51.9,97.1,67.0,11.4,1.13,10.5,94
8.7,50.4,15.2,40.3,84.4,14.5,23.3,0,39.3,89
33.5,97.2,19.8,28.4,42.3,72.9,7.7,0.32,29.9,102
10.1,69.9,17.4,60.1,105.7,47.7,14.7,1.34,10.5,115
36.8,81.4,-0.3,83.2,148.8,25.4,10.5,0.88,38.9,154
11.7,54.5,15.7,83.5,165.3,58.8,23.2,0.98,28.9,161
20.3,66.1,9.0,71.3,142.9,46.0,9.7,0.64,24.9,146
25.3,46.3,16.9,22.5,47.7,0.8,14.3,0.39,47.0,49
21.4,72.7,24.2,0,0.0,56.4,12.2,1.0,36.1,70
38.9,53.5,14.7,0,0.0,68.1,8.2,0.7,14.8,85
28.8,52.6,7.5,80.4,111.3,34.5,17.0,2.13,66.3,138
10.7,74.6,8.2,80.4,176.1,10.8,14.3,1.69,45.6,173
42.0,58.8,15.7,91.7,188.5,32.0,11.8,1.34,59.7,192
26.7,54.1,4.8,117.0,146.7,28.6,5.3,1.99,26.0,196
36.4,26.9,11.6,48.9,113.9,35.1,20.5,0.36,47.5,119
16.6,13.8,3.3,2.6,4.5,25.8,30.1,1.64,24.4,72
39.9,64.9,7.9,21.8,42.9,66.3,9.3,1.19,55.0,86
12.2,12.2,13.5,33.0,81.2,28.8,1.4,0,25.1,88
22.5,10.0,6.9,29.9,37.7,19.1,8.1,1.29,43.2,69
22.1,49.9,11.9,102.7,135.2,21.3,18.6,0.62,43.3,167
25.2,30.9,14.2,63.0,111.0,36.0,6.9,0.83,35.3,106
8.7,36.9,9.5,68.3,131.9,15.0,0.1,1.62,42.1,125
15.4,68.5,14.4,53.4,96.2,34.9,30.0,1.53,52.2,92
16.1,54.6,15.2,71.9,100.1,17.5,30.0,2.24,48.0,115
24.1,66.0,11.3,51.7,69.3,22.1,17.0,0.45,25.6,86
32.7,80.6,12.9,83.0,119.0,49.3,19.1,1.73,72.9,143
21.1,85.4,2.8,68.1,137.0,25.1,41.0,1.36,33.6,140
40.2,27.8,3.8,72.8,87.9,45.3,19.6,1.33,27.3,122
42.6,21.8,5.4,21.0,42.1,48.7,13.5,0.44,30.9,57
30.2,62.4,10.6,51.3,126.2,32.3,19.3,0.58,32.2,120
12.1,71.0,10.8,29.9,47.6,7.9,17.6,1.48,37.3,78
37.7,82.0,8.7,77.4,113.1,9.5,0,0.36,50.7,129
14.2,36.9,19.6,30.1,64.9,9.0,7.8,0.77,53.9,58
26.2,37.0,5.1,58.9,125.5,8.9,4.7,0.85,40.9,127
33.1,47.0,4.2,53.1,128.6,12.3,27.7,1.65,48.2,130
33.6,61.6,13.5,68.5,135.9,20.2,23.0,0.02,55.3,139
18.9,10.8,13.7,0,0.0,40.2,0,1.62,22.1,80
41.3,54.8,7.7,59.9,79.7,55.9,0,2.28,47.2,117
26.8,61.1,13.4,26.3,37.0,50.0,0,1.28,44.5,58
30.9,70.3,12.4,46.5,77.3,48.2,34.6,1.47,44.5,80
20.6,37.6,6.2,3.3,8.0,9.6,19.2,1.21,34.2,66
33.5,69.7,-1.9,58.8,78.6,24.8,1.1,0,54.2,96
22.2,80.8,1.9,53.4,71.0,19.1,7.8,2.01,63.3,96
28.9,61.8,6.3,59.2,109.9,13.0,23.3,1.39,44.9,105
22.1,50.1,10.1,13.6,20.3,36.6,5.2,0.25,50.0,55
10.8,56.8,10.9,48.5,109.0,32.2,18.9,0.88,18.6,122
26.8,66.1,10.4,4.0,8.2,35.6,13.0,0.14,26.0,41
14.8,54.3,14.9,27.4,43.7,7.0,14.0,0,49.5,50
2.8,52.2,8.3,15.2,22.3,0,10.1,0.29,12.5,32
13.7,49.1,11.9,41.3,67.4,35.2,12.4,0,69.6,81
24.1,68.6,4.2,40.0,87.3,32.5,17.0,1.31,22.8,88
42.2,51.3,-4.6,60.7,102.2,34.5,8.5,0.46,71.9,104
31.0,71.9,9.5,16.8,41.5,50.5,0,0,32.7,59
16.1,44.7,7.4,33.9,72.2,64.2,7.6,0,26.8,80
18.8,83.3,12.1,25.1,33.4,21.0,0,1.25,42.0,67
17.7,41.9,11.6,3.2,5.9,25.6,8.8,1.38,23.1,69
3.5,77.0,-3.4,62.4,141.7,36.4,19.1,0.9,24.1,139
5.9,70.2,12.3,0,0.0,35.5,0,2.44,20.6,119
34.4,77.9,12.8,53.5,90.1,47.0,14.5,0,49.6,94
35.4,100.4,13.2,69.5,157.5,21.1,9.9,1.03,30.1,166
13.7,72.9,0.2,28.6,63.4,0,17.5,0,21.2,58
24.7,39.2,11.7,59.8,133.9,16.8,9.7,0.29,44.0,139
0.6,47.2,16.3,10.1,20.6,50.9,3.3,0,18.6,62
12.6,78.2,14.5,63.1,123.1,56.0,27.3,1.34,42.6,128
29.0,53.9,12.9,37.0,45.3,33.4,7.7,0.54,14.4,53
31.2,44.1,6.8,102.7,126.4,41.1,5.4,1.32,53.9,168
24.8,69.9,12.5,58.4,81.0,29.7,19.3,0.71,56.8,101
37.1,57.9,11.0,73.9,119.4,37.1,7.4,1.37,28.6,130
29.9,69.3,10.1,9.0,16.5,30.3,5.1,1.21,48.4,56
27.2,39.6,10.5,49.1,76.0,71.5,29.6,0.73,44.1,96
26.9,43.4,8.3,51.5,104.3,45.1,40.1,0,74.6,106
12.8,20.9,15.1,35.4,63.8,30.3,19.0,0.42,36.9,64
35.5,50.7,2.2,15.9,27.0,13.2,26.4,0.18,38.6,46
29.6,44.4,8.4,32.5,44.9,36.3,7.4,0.77,26.1,57
33.4,55.4,8.1,22.0,33.9,30.4,4.0,1.06,89.5,87
34.3,57.1,9.5,31.2,37.6,3.1,0,1.25,39.9,58
37.3,40.9,10.5,5.8,12.8,25.2,11.8,2.48,54.1,121
11.8,37.9,17.3,52.1,74.6,13.4,16.7,0,52.6,87
35.0,51.5,10.2,51.1,80.0,46.6,10.5,1.93,58.6,94
40.0,62.3,15.8,28.7,68.1,42.3,13.2,0.47,59.3,77
9.0,84.5,4.7,39.8,76.4,16.1,4.1,0.57,16.8,79
27.1,74.2,11.5,29.5,55.5,23.9,16.3,0.49,23.2,42
20.7,36.9,9.9,80.9,144.8,56.5,9.6,1.24,38.6,150
21.0,76.0,9.9,36.0,60.1,9.7,16.2,0,42.4,64
15.4,70.5,13.3,48.1,62.8,25.9,14.0,0.83,0,78
26.8,60.0,13.0,29.8,39.5,56.0,0,1.18,25.8,66
21.2,73.1,12.9,62.1,102.0,47.0,18.0,1.52,6.0,105
11.3,62.5,3.0,39.8,50.9,26.0,23.5,1.14,38.8,65
40.6,92.2,6.0,64.5,129.9,57.6,21.0,0.38,45.7,128
28.0,60.2,6.4,13.2,16.0,12.8,1.7,1.95,59.2,93
12.4,99.8,11.1,22.1,35.9,33.3,19.4,0.75,33.1,42
18.6,34.5,6.8,42.2,90.5,50.9,8.0,1.2,40.9,89
21.0,79.8,18.1,34.3,55.1,56.0,3.6,1.41,50.8,68
33.0,86.5,10.3,47.7,88.6,23.8,25.1,0,37.8,90
31.7,101.6,11.0,28.1,58.1,10.7,0,0.42,38.0,47
12.9,44.5,6.5,62.9,140.1,48.8,21.8,1.15,47.1,140
26.7,87.8,10.6,101.0,246.3,13.9,29.3,1.14,52.6,251
